,Abstract,Class
1417,"Reliable and timely delivery of data to mobile targets is a challenging problem in mobile ad-hoc networks, because of the opportunistic and unpredictable nature of the problem. Finding a complete series of mobile-to-mobile contacts and forwarding data toward targets within a designated deadline is even more difficult. We leverage unmanned aerial vehicles (UAVs) as message ferries to travel over highly probable rendezvous points for over-the-air delivery to target users. We propose Rendezvous, an opportunistic yet disciplined data delivery scheme based on trajectory prediction of users and UAV path planning. During the offline learning phase, we identify both temporal and spatial regularities of mobile users from real-world trajectories using sequence-wise clustering, and construct a compact yet well-summarized cluster signature that enables efficient search. In the data delivery phase, given recent movement history of users, UAVs perform their own distributed path planning collaboratively over time. Each UAV finds a chronological sequence of future visiting points where it can make consecutive data delivery efforts to users to overcome the uncertainty in mobility and ensure timely delivery. Real-world trace-driven simulation experiments demonstrate that Rendezvous achieves reliable and punctual data delivery using only few UAVs compared with existing algorithms.",4
1418,"In this article, a scheme to detect both clone and Sybil attacks by using channel-based machine learning is proposed. To identify malicious attacks, channel responses between sensor peers have been explored as a form of fingerprints with spatial and temporal uniqueness. Moreover, the machine-learning-based method is applied to provide a more accurate authentication rate. Specifically, by combining with edge devices, we apply a threshold detection method based on channel differences to provide offline training sample sets with labels for the machine learning algorithm, which avoids manually generating labels. Therefore, our proposed scheme is lightweight for resource constrained industrial wireless devices, since only an online-decision making is required. Extensive simulations and experiments were conducted in real industrial environments. Both results show that the authentication accuracy rate of our strategy with an appropriate threshold can achieve 84% without manual labeling.",4
1419,"The original queen honey bee migration (QHBM) was developed for independent action on solving efficient mobile routing in WSN. In this article, we enhanced the original QHBM using Binary testing injection on the cooperative node's selection on IoT system. We also added a new cost function for making nodes' coalition, implementing the threshold value for modified QHBM (mQHBM for short), and demonstrating the mQHBM-CMIMO in fair comparison with another previous algorithms. Our research portrayed that mQHBM can perform better than its competitors such as Fuzzy- BT, Neuro Fuzzy and PSO in terms of network lifetime and the end to end delay.",4
1420,"This paper presents a novel real-time smart system performing fall detection, location, and notification based on floor vibration data produced by fall downs. Only using floor vibration as the recognition source, the system incorporates a person identification through vibration produced by footsteps to inform who is the fallen person. Our approach operates in a real-time style, which means the system recognizes a fall immediately and can identify a person with only one or two footsteps. A collaborative in-network location method is used in which sensors collaborate with each other to recognize the person walking, and more importantly, detect if the person falls down at any moment. We also introduce a voting system among sensor nodes to improve person identification accuracy. Our system is robust to identify fall downs from other possible similar events, such as jumps, door close, and objects fall down. Such a smart system can also be connected to smart commercial devices (such as Google Home or Amazon Alexa) for emergency notifications. Our approach represents an advance in smart technology for elder people who live alone. Evaluation of the system shows that it is able to detect fall downs with an acceptance rate of 95.14% (distinguishing from other possible events), and it identifies people with one or two steps in a 97.22% (higher accuracy than other methods that use more footsteps). The fall down location error is smaller than 0.27 m, which is acceptable compared with the height of a person.",4
1421,"High-accuracy positioning is fundamental for modern applications of autonomous agent navigation. The accuracy and stability of predicted locations are key factors for evaluating the suitability of positioning architectures that have to be deployed to real-world cases. Asynchronous TDOA (A-TDOA) methodologies in Local Positioning Systems (LPS) are effective solutions that satisfy the given requirements and reduce temporal uncertainties induced during the synchronization process. In this paper, we propose a technique for the combined characterization of ranging errors-noise, and Non-Line-of-Sight (NLOS) propagation- through the Cramér-Rao Bound (CRB). NLOS propagation effects on signal quality are predicted with a new ray-tracing LOS/NLOS algorithm that provides LOS and NLOS travel distances for communication links in 3D irregular environments. In addition, we propose an algorithm for detecting multipath effects of destructive interference and disability of LOS paths. The proposed techniques are applied to sensor placement optimization in 3D real scenarios. A multi-objective optimization (MOP) process is used based on a Genetic Algorithm (GA) that provides the Pareto Fronts (PFs) for the joined minimization of location uncertainties (CRB) and multipath effects for a variable number of A-TDOA architecture sensors. Results show that the designed procedure can determine, before real implementation, the maximum capacities of the positioning system in terms of accuracy. This allows us to evaluate a trade-off between accuracy and cost of the architecture or support the design of the positioning system under accuracy demands.",4
1422,"This paper considers the problem of practical Heterogeneous wireless charger Placement with Obstacles (HIPO), i.e., given a number of heterogeneous rechargeable devices distributed on a 2D plane where obstacles of arbitrary shapes exist, deploying heterogeneous chargers with a given cardinality of each type, i.e., determining their positions and orientations, the combination of which we name as strategies, on the plane such that the rechargeable devices achieve maximized charging utility. After presenting our practical directional charging model, we first propose to use a piecewise constant function to approximate the nonlinear charging power, and divide the whole area into multi-feasible geometric areas in which a certain type of chargers have constant approximated charging power. Next, we propose the Practical Dominating Coverage Set extraction algorithm to reduce the unlimited solution space to a limited one by exacting a finite set of candidate strategies for all multi-feasible geometric areas. Finally, we prove the problem falls in the realm of maximizing a monotone submodular function subject to a partition matroid constraint, which allows a greedy algorithm to solve with approximation ratio of 1/2 - ε. We conduct experiments to evaluate the performance. Results show that our algorithm outperforms the comparison algorithms by at least 33.49 percent on average.",4
1423,"It is becoming clear that the maritime industry is expected to see considerable growth over the coming years, and the Internet of Underwater Things (IoUT) could have an essential role to play in its technological development. In this regard, because batteries are the main power source in underwater environments, there is a clear need to minimize the consumption of energy. In addition, underwater links that make use of acoustic soundwaves can cause relatively long propagation delays. In our proposed scheme, we focus on the initial connection procedure between sensor nodes and underwater base stations to tackle these environmental problems, in which the former estimates the signal strength of the latter. From local information measured during the initial network entry phase, underwater sensor nodes determine locational priority of candidate targets, but do not scan or measure the signal strength of other neighbouring underwater base stations as a means of keeping the power consumption to an absolute minimum. This can be considered an appropriate scenario for use in severely battery-limited environments such as IoUT. Based on analysis using machine learning, we obtain meaningful clues regarding the procedure for handover prediction without channel measurement. By removing the overhead from the channel measurement, the power consumption of the underwater things can be minimized. Two different methods of deciding on handover priority are suggested and analysed mathematically. The performance of each method is evaluated through intensive system-level simulations and compared to that of a more conventional scheme.",4
1424,"Existing wildlife tracking solutions typically use sensor nodes with specialised facilities, such as long-range radio, solar array of cells and Global Positioning System (GPS). This introduces additional manufacturing cost, increased energy and memory consumptions and increased sensor node weight. This paper proposes a novel Localization and Mobility Modelling (LMM) system, that can carry out wildlife tracking by merely using low-cost, lightweight sensor nodes and using short-range peer-to-peer communication facilities only, i.e. without the need for any specialised facilities. This is done by using two computationally simple operations, which are: (i) aggregated data collections from sensor nodes via peer-to-peer communications in a distributed manner, and (ii) estimation of sensor nodes' movement traces using trilateration. The computational load placed on each sensor node is just that of data collection and aggregation, whereas movement traces estimation is carried out on a backend server, separated from the sensor nodes. In the design of the LMM system, we have: (i) carried out an empirical evaluation of different parameter value settings for data collection to develop a Multi-Zone Multi-Hierarchy (MZMH) communication structure, (ii) demonstrated a novel use of an Aggregation based Topology Learning (ATL) protocol for collecting sensor nodes' topology data using peer-to-peer multi-hop communications, and (iii) used a novel Location Estimation (LE) method for estimating sensor nodes' movement traces from the collected topology data. The evaluation results show that the LMM system can accurately estimate sensor nodes' movement traces but with significantly less energy and memory costs, demonstrating its cost-efficiency as compared to the related wildlife tracking solutions.",4
1425,"In recent years, healthcare IoT have been helpful in mitigating pressures of hospital and medical resources caused by aging population to a large extent. As a safety-critical system, the rapid response from the health care system is extremely important. To fulfill the low latency requirement, fog computing is a competitive solution by deploying healthcare IoT devices on the edge of clouds. However, these fog devices generate huge amount of sensor data. Designing a specific framework for fog devices to ensure reliable data transmission and rapid data processing becomes a topic of utmost significance. In this paper, a Reduced Variable Neighborhood Search (RVNS)-based sEnsor Data Processing Framework (REDPF) is proposed to enhance reliability of data transmission and processing speed. Functionalities of REDPF include fault-tolerant data transmission, self-adaptive filtering and data-load-reduction processing. Specifically, a reliable transmission mechanism, managed by a self-adaptive filter, will recollect lost or inaccurate data automatically. Then, a new scheme is designed to evaluate the health status of the elderly people. Through extensive simulations, we show that our proposed scheme improves network reliability, and provides a faster processing speed.",4
1426,"To boost energy saving for the general delay-tolerant IoT networks, a two-stage, and single-relay queueing communication scheme is investigated. Concretely, a traffic-aware N-threshold and gated-service policy are applied at the relay. As two fundamental and significant performance metrics, the mean waiting time and long-term expected power consumption are explicitly derived and related with the queueing and service parameters, such as packet arrival rate, service threshold and channel statistics. Besides, we take into account the electrical circuit energy consumptions when the relay server and access point (AP) are in different modes and energy costs for mode transitions, whereby the power consumption model is more practical. The expected power minimization problem under the mean waiting time constraint is formulated. Tight closed-form bounds are adopted to obtain tractable analytical formulae with less computational complexity. The optimal energy-saving service threshold that can flexibly adjust to packet arrival rate is determined. In addition, numerical results reveal that: 1) sacrificing the mean waiting time not necessarily facilitates power savings; 2) a higher arrival rate leads to a greater optimal service threshold; and 3) our policy performs better than the current state-of-the-art.",4
1427,"Magnetic communication is receiving significant interest in RF-challenging environments. Particularly in underwater environments and underground wireless sensor networks, magnetic communication is an emerging research area. In this paper, a new approach for magnetic underwater communication is presented and evaluated. In this approach, the receiver coil of a conventional magnetic induction communication system is replaced by a high-sensitive low-noise wideband magnetic field sensor. This concept enables a good detection sensitivity and, under certain conditions, an extended communication range. Most magnetic field sensors are small compared to equivalent search coils and offer a high bandwidth. Hence, they can be assembled in order to provide multiple-input multiple-output processing. Based on suitable channel modeling, trade-offs between system parameters are analyzed and the channel capacity is derived. Analytical results are supported by a prototype implementation. Potential application scenarios are studied, where emphasis is on mobile applications.",4
1428,"Indoor localization is of great significance to a wide range of applications in the era of mobile computing. The maturity of the computer vision techniques and the ubiquity of embedded sensors in commercial off-the-shelf (COTS) smartphones shed the light on the submeter localization services for indoor environment. The state-of-the-art indoor localization works suffer from high-cost deployment and inaccurate results due to the coarse readings from internal measurement units (IMUs) sensors in the smartphones. In this article, we mainly innovate in introducing the WiFi-sensing technology to extract the distance information in a low-cost and device-free manner. Along with the computer vision technology, we model and implement an accurate and easy-to-deploy system for indoor localization. This system enhances indoor localization with multimodal sensing via two images, IMU sensors reading and CSI of WiFi signal. Specifically, we first model and design camera-based, sensor and WiFi-assisted indoor localization and propose several algorithms in this model. We then implement a prototype with smartphones and commercial WiFi devices and evaluate it in several distinct indoor environments. The experimental results show that 92-percentile error is within 0.2 m for indoor targets which sheds light on submeter indoor localization.",4
1429,"In this paper, an interpretable fuzzy deep belief network (DBN)-based classifier called deep belief networks-based Takagi-Sugeno-Kang fuzzy classifier (DBN-TSK-FC) is created for indoor user movement prediction in ambient assisted living applications. With its promising classification performance, DBN-TSK-FC features sharing both the powerful neural representation ability of a DBN and the strong uncertainty-handling capability of an interpretable fuzzy representation. On the one hand, DBN-TSK-FC builds its interpretable fuzzy representation in a hierarchical way by applying the classical fuzzy clustering algorithm FCM to obtain fuzzy partitions on the training dataset. Then, it forms interpretable antecedent parts of fuzzy rules as the corresponding fuzzy representation. On the other hand, DBN-TSK-FC builds its DBN-based neural representation in the other hierarchical way. That is, it applies the existing unsupervised DBN pretraining on the training dataset and then takes the neural representation of all the hidden nodes in the top layer of the corresponding DBN as the set of consequent variables of fuzzy rules. In this approach, both the interpretable fuzzy representation and the DBN-based neural representation are further fused to form the corresponding fuzzy rules quickly by using the least learning machine (LLM) on both the fuzzy rules and the labeling information of the original dataset. Therefore, DBN-TSK-FC is essentially a deep TSK fuzzy classifier from the perspective of fuzzy rules, and it indeed avoids the very slow fine-tuning training required after the unsupervised pretraining of the existing DBN learning. The experimental results on the MovementAAL_RSS dataset indicate the effectiveness of the proposed classifier DBN-TSK-FC.",4
1430,"The network performance and the unmanned aerial vehicle (UAV) number are important objectives when UAVs are placed as communication relays to enhance the multi-agent information exchange. The problem is a non-deterministic polynomial hard (NP-hard) multi-objective optimization problem, instead of generating a Pareto solution, this work focuses on considering both objectives at the same level so as to achieve a balanced solution between them. Based on the property that agents connected to the same UAV are a cluster, two clustering-based algorithms, M-K-means (MKM) and modified fast search and find density of peaks (MFSFDP) methods, are first proposed. Since the former algorithm requires too much computational time and the latter one requires too many relays, an algorithm for the balanced network performance and relay number (BPN) is proposed by discretizing the area to avoid missing the optimal relay positions and defining a new local density function to reflect the network performance metric. Simulation results demonstrate that the proposed algorithms are feasible and effective. Comparisons between these algorithms show that the BPN algorithm uses fewer relay UAVs than the MFSFDP and classic set-covering based algorithm, and its computational time is far less than the MKM algorithm.",4
1431,"Asynchronous Time Local Positioning Systems are emerging as a decisive tool for high-demanded accuracy applications. Its relevance relies on the unnecessary synchronism of the system devices and the ad-hoc node deployment for fitting the design requirements in irregular scenarios. In this paper, we provide a new methodology for obtaining optimized cost-effective asynchronous node deployments based on system accuracy, enhanced primary and emergency operating conditions and security robustness. In addition, we perform a deep analysis of the NP-Hard node location problem and we propose a new Cramér-Rao Bound (CRB) error characterization considering Line-of-Sight (LOS) and Non-Line-of-Sight (NLOS) system connections and clock instabilities for evaluating the quality of a node deployment. We apply a Genetic Algorithm optimization in an irregular scenario of simulations to display this innovative methodology with a trade-off between resolution in the search in the space of solutions and the achievement of time-effective results. Results show that deployments with 4 and 5 coordinator sensors fulfill the design requirements in the proposed scenario in both primary and emergency conditions (1.14 and 1.70 meters and 0.89 and 1.47 meters of mean errors respectively) while 5 coordinator sensor configurations outperform 4 coordinator sensor configurations in system security robustness proving their preeminence in this study.",4
1432,"The Internet of Things (IoT) has attracted extensive attention in the information field. Its rapid development has promoted several monitoring application domains. However, the resource constraint of sensor nodes and the security of data transmission have emerged as significant issues. In this paper, an image communication system for IoT monitoring applications is exploited to solve the above-mentioned problems simultaneously. The proposed system can satisfy the requirements of sensor nodes for low computational complexity, low-energy consumption, and low storage overhead. We also present a new compressed sensing (CS) model, as well as the corresponding parallel reconstruction algorithm, which help to reduce the image encryption/decryption time. Based on chaotic systems, we integrate the quantization and diffusion operations into the system to further enhance the transmission security. The simulations are executed to demonstrate the feasibility and the effectiveness of the proposed method. Compared with the traditional CS, our numerical results indicate that the proposed model reduces 413 ms computation time and 3.13 × 106 elements stored for large-scale images. Besides, we verify the flexibility and the diversity of choosing two submatrices for different-sized images. Experimental results also show the proposed system performs well in terms of security performance. Particularly the key space reaches 2253.",4
1433,"This article surveys emerging technologies related to pervasive edge computing (PEC) for industrial internet-of-things (IIoT) enabled by fifth-generation (5G) and beyond communication networks. PEC encompasses all devices that are capable of performing computational tasks locally, including those at the edge of the core network (edge servers co-located with 5G base stations) and in the radio access network (sensors, actuators, etc.). The main advantages of this paradigm are core network offloading (and benefits therefrom) and low latency for delay-sensitive applications (e.g., automatic control). We have reviewed the state-of-the-art in the PEC paradigm and its applications to the IIoT domain, which have been enabled by the recent developments in 5G technology. We have classified and described three important research areas related to PEC-distributed artificial intelligence methods, energy efficiency, and cyber security. We have also identified the main open challenges that must be solved to have a scalable PEC-based IIoT network that operates efficiently under different conditions. By explaining the applications, challenges, and opportunities, our paper reinforces the perspective that the PEC paradigm is an extremely suitable and important deployment model for industrial communication networks, considering the modern trend toward private industrial 5G networks with local operations and flexible management.",4
1434,"In the last decade, commercial microwave links (CMLs) have been treated as opportunistic near-ground rain sensors, and successfully used for the retrieval of 2-D near-ground rain fields in several countries. In spite of the path integration of a CML, most studies represent the rainfall measured by a CML as a single virtual rain gauge (VRG) in the center of the path. Here, we study the performance of spatial reconstruction of rain fields by an inverse distance weighting (IDW) spatial interpolation method. We compare the case where each CML is represented by a single VRG with the case where it is represented by several VRGs along its path. A synthetic rain field was produced, simplified to a single rain cell, and sampled by a synthetic CML network that was built according to statistics of actual CMLs. A Monte Carlo simulation study yielded a quantitative and specific set of metrics showing that the rain-retrieval results are scenario-dependent and can be used to design a rain-retrieval system. In particular, we show that if the rain-cell dimensions are in the order of the average length of the CMLs, using several VRG with the iterative algorithm can significantly improve the retrieval performance, whereas the performance gain is small otherwise.",4
1435,"In the industrial Internet of things (IIoT), there is always a strong demand for real-time information transfer. Especially when deploying wireless/wired hybrid networks in smart factories, the requirement for low delay interaction is more prominent. Although tree routing protocols have been successfully executed in simple networks, more challenges in transmission speed can be observed in the manufacturing broadband communication system. Motivated by the progresses in deep learning, a smart collaborative routing protocol with low delay and high reliability is proposed to accommodate mixed link scenarios. First, we establish a one-hop delay model to investigate the potential affects of Media Access Control (MAC) layer parameters, which supports the subsequent design. Second, forwarding, maintenance, and efficiency strategies are created to construct the basic functionalities for our routing protocol. Relevant procedures and key approaches are highlighted as well. Third, two sub-protocols are generated and the corresponding implementation steps are described. The experimental results demonstrate that the end-to-end delay can be effectively cut down through comprehensive improvements. Even more sensor nodes and larger network scale are involved, our proposed protocol can still illustrate the advantages comparing with existing solutions within IIoT.",4
1436,"Internet of Things (IoT) devices have been widely adopted in recent years. Unlike conventional information systems, IoT solutions have greater access to real-world contextual data and are typically deployed in an environment that cannot be fully controlled, and these circumstances create new challenges and opportunities. In this article, we leverage the knowledge that an IoT device has about its network context to provide an additional security factor. The device periodically scans a network and reports a list of all devices in the network. The server analyzes movements in the network and subsequently reacts to suspicious events. This article describes how our method can detect network changes, retrieved only from scanning devices in the network. To demonstrate the proposed solution, we perform a multiweek case study on a network with hundreds of active devices and confirm that our method can detect network anomalies or changes.",4
1437,"Recently, the advancements in the field of wireless technologies and micro-electro-mechanical systems lead to the development of potential applications in wireless sensor networks (WSNs). The visual sensors in WSN create a significant impact on computer vision based applications such as pattern recognition and image restoration. generate a massive quantity of multimedia data. Since transmission of images consumes more computational resources, various image compression techniques have been proposed. But, most of the existing image compression techniques are not applicable for sensor nodes due to its limitations on energy, bandwidth, memory, and processing capabilities. In this article, we introduce a highly reliable and low-complexity image compression scheme using neighborhood correlation sequence (NCS) algorithm. The NCS algorithm performs the bit reduction operation and then encoded by a codec (such as PPM, Deflate, and Lempel Ziv Markov chain algorithm.) to further compress the image. The proposed NCS algorithm increases the compression performance and decreases the energy utilization of the sensor nodes with high fidelity. Moreover, it achieved a minimum end to end delay of 1074.46 ms at the average bit rate of 4.40 bpp and peak signal to noise ratio of 48.06 on the applied test images. On comparing with state-of-art methods, the proposed method maintains a better tradeoff between compression efficiency and reconstructed image quality.",4
1438,"Unmanned aerial vehicles (UAVs) technique has been recognized as a promising solution in future wireless connectivity from the sky, and UAV navigation is one of the most significant open research problems, which has attracted wide interest in the research community. However, the current UAV navigation schemes are unable to capture the UAV motion and select the best UAV-ground links in real-time, and these weaknesses overwhelm the UAV navigation performance. To tackle these fundamental limitations, in this paper, we merge the state-of-the-art deep reinforcement learning with the UAV navigation through massive multiple-input-multiple-output (MIMO) technique. To be specific, we carefully design a deep Q-network (DQN) for optimizing the UAV navigation by selecting the optimal policy, and then we propose a learning mechanism for processing the DQN. The DQN is trained so that the agent is capable of making decisions based on the received signal strengths for navigating the UAVs with the aid of the powerful Q-learning. Simulation results are provided to corroborate the superiority of the proposed schemes in terms of the coverage and convergence compared with those of the other schemes.",4
1439,"To address three-dimensional (3D) localization problems in the wireless sensor networks (WSNs) of mobile communications, a closed-form algorithm by utilizing hybrid information extracted from the received-signal-strength (RSS) with unknown signal powers and the angle-of-arrival (AOA) is proposed in this paper. Firstly, the distance of the target is expressed as the linear equation with respect to coordinates of target and trigonometric functions of angles. Then, the RSS measurement is rewritten as the ratios of distances between the target and different receiving sensors. Furthermore, the set of pseudo-linear equations for the location of target is derived with respect to the AOA and nonlinear RSS measurements. Under the condition of the small variance of measurements, the first-order Taylor expansion around the value of measurement is taken to the set of pseudo-linear equations and the first-order perturbation errors is also obtained. Finally, the solution of the target localization is derived utilizing the weighted least square (WLS). Theoretical analysis and simulation results show that the performance of proposed algorithm converge to the CRLB in the situation of the moderate measurement errors.",4
1440,"To solve the problem of low accuracy of a mobile node localization in an underwater sensor network, this article proposes a hybrid localization algorithm based on Doppler shift and angle of arrival (AOA) for the underwater mobile node (DAHL). This algorithm utilizes the Doppler frequency shift between the different signals received from the anchor node and the mobile node and the AOA measurement of the signal reflected by the mobile node to estimate the instantaneous position and velocity information of the mobile node through a two-stage algebraic method. In view of the existing measurement errors in the actual situation, the position and velocity estimation errors of the mobile node are optimized by introducing auxiliary parameters. Theoretical analysis and simulation experiments show that the DAHL method can effectively improve the localization accuracy of the mobile node. The localization accuracy of this algorithm can be close to the Cramér-Rao Lower Bound (CRLB) with the condition of small measurement errors.",4
1441,"In this paper, an agile smart attacker model in spectrum sensing of cognitive radio network (CRN) is introduced. This smart attacker does not make the channel busy all the time, instead it senses spectrum and when a primary user leaves, it occupies the spectrum by mimicking the signal characteristics of the primary users. To model such a smart attacker, we use a dependent Markov chain to model the primary user and primary user emulation attacker activities, simultaneously. We derive the transition probabilities for the assumed dependent Markov model. Then, the effect of the primary user and attacker traffic on a secondary user's throughput under Rayleigh flat fading channel is investigated and closed form expressions are derived for the average probability of detection and false alarm. Furthermore, the impact of this attacker on the performance of a CRN and the throughput of the secondary user network is studied analytically. We also derive a test rule based on the generalized likelihood ratio test, to detect the legitimate user from smart illegitimate user. In addition, launching primary user emulation attacker in the conventional and proposed smart attacking procedures are compared, where the results demonstrate that by using smart attacking, the deterioration in throughput of the secondary user's network is considerable. In fact, it is shown that under proper selection of the traffic parameters, the secondary user's network throughput may tend toward zero. Finally, the accuracy of the obtained results are analyzed and verified by the simulation results.",4
1442,"Through machine learning, this paper changes the fundamental assumption of the traditional medium access control (MAC) layer design. It obtains the capability of retrieving the information even the packets collide by training a deep neural network offline with the historical radio frequency (RF) traces and inferring the STAs involved collisions online in near-real-time. Specifically, we propose a MAC protocol based on intelligent spectrum learning for the future wireless local area networks (WLANs), called SL-MAC. In the proposed MAC, an access point (AP) is installed with a pre-trained convolutional neural network (CNN) model to identify the stations (STAs) involved in the collisions. In contrast to the conventional contention-based random medium access methods, e.g., IEEE 802.11 distributed coordination function (DCF), the proposed SL-MAC protocol seeks to schedule data transmissions from the STAs suffering from the collisions. To achieve this goal, we develop a two-step offline training algorithm enabling the AP to sense the spectrum with the aid of the CNN. In particular, on receiving the overlapped signal(s), the AP firstly predicts the number of STAs involving collisions and then further identifies the STAs' ID. Furthermore, we analyze the upper bound of throughput gain brought by the CNN predictor and investigate the impact of the inference error on the achieved throughput. Extensive simulations show the superiority of the proposed SL-MAC and allow us to gain insights on the trade-off between performance gain and the inference accuracy.",4
1443,"The proliferation of advanced underwater technology and the emergence of various cloud services promote the horizon of cloud-based underwater acoustic sensor network (UASN). Sending end data to cloud for analysis is becoming a prominent trend, driving cloud computing as an indispensable computing paradigm. However, UASN bears tremendous burdens with respect to data collection from end to cloud, such as large transmission power consumption and high delay, which makes it difficult to meet the delay-sensitive and context-aware service requirements by using cloud computing alone. To this end, a two-level bidirectional data prediction model for end-edge-cloud orchestration is proposed in this article. The mobility and computing ability of edge elements are exploited to analyze and collect data. Edge elements predict the future data based on historical information and trend to decrease acoustic communication. Moreover, a data collection protocol with mobile edge elements is designed. With this protocol, computing paradigms are shifted from centralized cloud to distributed edge, and the differentiated capability of heterogeneous devices is exploited. After extensive experiments, the results show that the data collection cost is dramatically decreased while the bandwidth utilization is increased, which is critical for underwater acoustic communication. The proposed method and protocol strike a good balance between data accuracy and energy consumption for the new end-edge-cloud orchestrated system.",4
1444,This letter proposes a new approach to improve the accuracy of the energy-based source localization methods in urban acoustic scenes. The proposed acoustic energy sensing flow estimation (ESFE) uses the sensors signal nonstationarity degree to determine the area with highest energy concentration in the scenes. The ESFE is applied to different acoustic scenes and yields to source localization accuracy improvement with computational complexity reduction. The experiments results show that the proposed scheme leads to significant improvement in source localization accuracy.,4
1445,"In this article, we consider a cognitive unmanned aerial vehicle network (CUAVN), which consists of a leading unmanned aerial vehicle (LUAV) and a group of following unmanned aerial vehicles (FUAVs), and where the FUAVs fly irregularly from a data collection point to the next data collection point and transmit collected data to the LUAV. Our goal is to maximize the achievable throughput of the CUAVN by jointly adapting the FUAVs sensing duration, the trajectory of the FUAVs, and the transmit power of the FUAVs under the constraints of maximum interference, maximum UAV speed, UAV collision avoidance and the total flying periods. In the challenging scenarios, the original non-convex problem is addressed by iteratively optimizing three decoupled subproblems: sensing duration optimization, FUAVs trajectory optimization, and FUAVs power allocation optimization. Since there are highly non-convex objective function and constraints in the FUAV trajectory optimization subproblem, we convert it into a more tractable convex problem by utilizing difference-of-convex (DC) functions. Furthermore, a three dimensional (3D) spatial-temporal sensing scheme based on UAVs is introduced into cognitive UAV systems with multiple primary transmit-receive pairs (PTRs) to further improve spectrum efficiency. Simulation results show that the achievable throughput of the FUAVs with the proposed scheme rises by approximately 53% compared with the FUAV fixed trajectory flight scheme and by approximately 58% in comparison with the only time-dimension spectrum sensing scheme.",4
1446,"One of the central problems in massive Internet-of-Things (IoT) deployments is the monitoring of the status of a massive number of links. The problem is aggravated by the irregularity of the traffic transmitted over the link, as the traffic intermittency can be disguised as a link failure and vice versa. In this article, we present a traffic model for IoT devices running quasiperiodic applications and we present unsupervised, parametric machine learning methods for online monitoring of the network performance of individual devices in IoT deployments with quasiperiodic reporting, such as smart metering, environmental monitoring, and agricultural monitoring. Two clustering methods are based on the Lomb-Scargle periodogram, an approach developed by astronomers for estimating the spectral density of unevenly sampled time series. We present probabilistic performance results for each of the proposed methods based on simulated data and compare the performance to a naïve network monitoring approach. The results show that the proposed methods are more reliable at detecting both hard and soft faults than the naïve-approach, especially, when the network outage is high. Furthermore, we test the methods on real-world data from a smart metering deployment. The methods, in particular the clustering method, are shown to be applicable and useful in a real-world scenario.",4
1447,"In recent years, the intelligent transport system (ITS) has been developed rapidly because of global urbanization and industrialization, which is considered as the key enabling technology to improve road safety, traffic efficiency, and driving experience. To achieve these goals, vehicles need to be equipped with a large number of sensors to enable the generation and exchange of high-rate data streams. Recently, millimeter-wave (mmWave) technology has been introduced as a means of meeting such a high data rate requirement. In this paper, a comprehensive study on the channel characteristics for vehicle-to-infrastructure (V2I) link in mmWave band (22.1-23.1 GHz) for various road environments and deployment configurations is conducted. The self-developed ray-tracing (RT) simulator is employed with the calibrated electromagnetic (EM) parameters. The three-dimensional (3D) environment models are reconstructed from the OpenStreetMap (OSM). In the simulations, not only the vehicle user equipment (UE) moves, but also the other vehicles such as cars, delivery vans, and buses move around the vehicle UE. Moreover, the impacts of the receiver (Rx) multiple antennas and beam switching technologies at the vehicle UE are evaluated as well. The channel parameters of the V2I link in mmWave band, including received power, Rician $K$ -factor, root-mean-square delay spread, and angular spreads are explored in the target scenarios under different simulation deployments. This work aims to help the researchers understand the channel characteristics of the V2I links in mmWave band and support the link-level and system-level design for future vehicular communications.",4
1448,"Endovascular aneurysm repair (EVAR) is an established and reliable surgical treatment of abdominal aortic aneurysm (AAA), where a covered stent is implanted to prevent blood flow in the aneurysm sac. Although current EVAR is an effective technique, it requires long-term monitoring for the post-operative complications (e.g., endoleak, stent occlusion), which usually requires expensive radiologic imaging techniques such as ultrasonography, computed tomography (CT), or magnetic resonance imaging (MRI). In this paper, we present an accessible and continuous post-EVAR surveillance scheme by developing a smart stent that features ultrasonic powering, blood flow sensing, and integrated wireless electronics. As the body of the smart stent, a piezoelectric membrane with a custom pore architecture is utilized. The benefits of the embedded pore architectures include the expansion and contraction to comply with a minimally invasive procedure and enhanced ultrasonic powering and sensing capability. The smart stent is able to expand up to 112% in diameter when stretched due to the negative Poisson's ratio. The ultrasound generates 0.23 mW of electrical power, which can sufficiently operate a low power wireless electronics. A comprehensive operation of the smart stent is demonstrated in vitro. The integrated flow sensor can measure blood flow ranging between 30 mL/min to 980 mL/min with an average sensitivity of 0.11 mV/mL/min. The wireless electronics transmit and receive such blood flow rate data by modulating the carrier frequency from 81 to 88 MHz from 1 m away. The developed smart stent prototype is the first step towards minimizing post-EVAR complications by providing early and frequent access to diagnostic information to patients and physicians.",4
1449,"This letter studies a channel-aware source-channel (CASC) key generation approach. Specifically, when the estimated legitimate channel is in good condition, the existing channel-model-based key generation is adopted where the transmitter sends a key to the receiver; otherwise, the source-model-based key generation is adopted where the legitimate transceivers agree on a key via their observations of the wireless channel. Both the exact and the approximate key rates of the CASC scheme are analyzed. Numerical results are provided to evaluate the performance of the proposed scheme.",4
